source,relation,target,abbr,evidence
C:api:214,candidate,D:Scabies,CfD,source=ntd_kg_pipeline_live_api;priority_score=79.8;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=184040;pubmed_result_count=8
C:api:215,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:215,candidate,D:Scabies,CfD,source=ntd_kg_pipeline_live_api;priority_score=79.8;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=1263;pubmed_result_count=0
C:api:216,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:216,candidate,D:Scabies,CfD,source=ntd_kg_pipeline_live_api;priority_score=79.8;max_phase=4.0;disease_trial_count=0;serious_ae_reports=4;pubmed_result_count=0
C:api:217,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:217,candidate,D:Scabies,CfD,source=ntd_kg_pipeline_live_api;priority_score=79.8;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=6814;pubmed_result_count=0
C:api:218,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:218,candidate,D:Scabies,CfD,source=ntd_kg_pipeline_live_api;priority_score=79.8;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=190;pubmed_result_count=0
C:api:219,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:219,candidate,D:Scabies,CfD,source=ntd_kg_pipeline_live_api;priority_score=79.8;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=11465;pubmed_result_count=0
C:api:220,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:220,candidate,D:Scabies,CfD,source=ntd_kg_pipeline_live_api;priority_score=79.8;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=17980;pubmed_result_count=0
C:api:221,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:221,candidate,D:Scabies,CfD,source=ntd_kg_pipeline_live_api;priority_score=79.8;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=2910;pubmed_result_count=1
C:api:222,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:222,candidate,D:Scabies,CfD,source=ntd_kg_pipeline_live_api;priority_score=79.8;max_phase=4.0;disease_trial_count=0;serious_ae_reports=280;pubmed_result_count=0
C:api:223,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:223,candidate,D:Scabies,CfD,source=ntd_kg_pipeline_live_api;priority_score=79.8;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=7423;pubmed_result_count=0
D:Scabies,associated,G:api:52,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.495
D:Scabies,associated,G:api:53,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.489
D:Schisto,associated,G:api:54,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.091
C:api:224,modulates,G:api:54,CbG,source=ntd_kg_pipeline_live_api
C:api:224,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=63.7;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=6179;pubmed_result_count=0
D:Schisto,associated,G:api:55,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.084
C:api:225,modulates,G:api:55,CbG,source=ntd_kg_pipeline_live_api
C:api:225,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=63.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=116;pubmed_result_count=0
C:api:226,modulates,G:api:55,CbG,source=ntd_kg_pipeline_live_api
C:api:226,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=63.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=134;pubmed_result_count=0
C:api:227,modulates,G:api:55,CbG,source=ntd_kg_pipeline_live_api
C:api:227,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=33.4;max_phase=2.0;disease_trial_count=0;pubmed_result_count=0
C:api:228,modulates,G:api:55,CbG,source=ntd_kg_pipeline_live_api
C:api:228,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=33.4;max_phase=2.0;disease_trial_count=0;pubmed_result_count=0
C:api:225,modulates,G:api:55,CbG,source=ntd_kg_pipeline_live_api
C:api:225,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=63.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=116;pubmed_result_count=0
C:api:229,modulates,G:api:55,CbG,source=ntd_kg_pipeline_live_api
C:api:229,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=18.4;max_phase=1.0;disease_trial_count=0;pubmed_result_count=0
C:api:230,modulates,G:api:55,CbG,source=ntd_kg_pipeline_live_api
C:api:230,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=33.4;max_phase=2.0;disease_trial_count=0;pubmed_result_count=0
C:api:231,modulates,G:api:55,CbG,source=ntd_kg_pipeline_live_api
C:api:231,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=48.4;max_phase=3.0;disease_trial_count=0;pubmed_result_count=0
D:Schisto,associated,G:api:56,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.081
C:api:232,modulates,G:api:56,CbG,source=ntd_kg_pipeline_live_api
C:api:232,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=33.2;max_phase=2.0;disease_trial_count=0;pubmed_result_count=0
D:Schisto,associated,G:api:57,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.080
C:api:233,modulates,G:api:57,CbG,source=ntd_kg_pipeline_live_api
C:api:233,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=33.2;max_phase=2.0;disease_trial_count=0;pubmed_result_count=0
C:api:234,modulates,G:api:57,CbG,source=ntd_kg_pipeline_live_api
C:api:234,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=48.2;max_phase=3.0;disease_trial_count=0;pubmed_result_count=0
C:api:235,modulates,G:api:57,CbG,source=ntd_kg_pipeline_live_api
C:api:235,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=33.2;max_phase=2.0;disease_trial_count=0;pubmed_result_count=0
D:Schisto,associated,G:api:58,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.078
C:api:236,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:236,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=63.1;max_phase=4.0;disease_trial_count=0;pubmed_result_count=0
C:api:187,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:187,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=63.1;max_phase=4.0;boxed_warning=True;disease_trial_count=0;serious_ae_reports=102;pubmed_result_count=0
C:api:188,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:188,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=63.1;max_phase=4.0;boxed_warning=True;disease_trial_count=0;serious_ae_reports=1998;pubmed_result_count=0
C:api:237,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:237,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=63.1;max_phase=4.0;disease_trial_count=0;serious_ae_reports=63;pubmed_result_count=0
C:api:238,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:238,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=63.1;max_phase=4.0;boxed_warning=True;disease_trial_count=0;serious_ae_reports=5054;pubmed_result_count=0
C:api:239,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:239,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=63.1;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=3276;pubmed_result_count=1
C:api:240,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:240,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=33.1;max_phase=2.0;disease_trial_count=0;pubmed_result_count=0
C:api:241,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:241,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=48.1;max_phase=3.0;disease_trial_count=0;pubmed_result_count=0
C:api:242,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:242,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=18.1;max_phase=1.0;disease_trial_count=0;serious_ae_reports=1;pubmed_result_count=0
C:api:243,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:243,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=48.1;max_phase=3.0;disease_trial_count=0;serious_ae_reports=584;pubmed_result_count=0
C:api:244,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:244,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=33.1;max_phase=2.0;disease_trial_count=0;serious_ae_reports=2;pubmed_result_count=0
C:api:245,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:245,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=33.1;max_phase=2.0;disease_trial_count=0;pubmed_result_count=0
C:api:246,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:246,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=33.1;max_phase=2.0;disease_trial_count=0;serious_ae_reports=3;pubmed_result_count=0
C:api:247,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:247,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=33.1;max_phase=2.0;disease_trial_count=0;serious_ae_reports=2;pubmed_result_count=0
C:api:248,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:248,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=33.1;max_phase=2.0;disease_trial_count=0;pubmed_result_count=0
C:api:249,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:249,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=63.1;max_phase=4.0;boxed_warning=True;disease_trial_count=0;serious_ae_reports=148;pubmed_result_count=0
C:api:250,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:250,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=48.1;max_phase=3.0;disease_trial_count=0;serious_ae_reports=6;pubmed_result_count=0
C:api:251,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:251,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=33.1;max_phase=2.0;disease_trial_count=0;pubmed_result_count=0
C:api:252,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:252,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=33.1;max_phase=2.0;disease_trial_count=0;pubmed_result_count=0
C:api:253,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:253,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=48.1;max_phase=3.0;disease_trial_count=0;serious_ae_reports=25;pubmed_result_count=0
C:api:254,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:254,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=63.1;max_phase=4.0;boxed_warning=True;disease_trial_count=0;serious_ae_reports=118;pubmed_result_count=0
C:api:255,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:255,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=48.1;max_phase=3.0;disease_trial_count=0;serious_ae_reports=117;pubmed_result_count=0
C:api:256,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:256,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=63.1;max_phase=4.0;disease_trial_count=0;serious_ae_reports=1239;pubmed_result_count=0
C:api:257,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:257,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=48.1;max_phase=3.0;disease_trial_count=0;serious_ae_reports=6;pubmed_result_count=0
C:api:258,modulates,G:api:58,CbG,source=ntd_kg_pipeline_live_api
C:api:258,candidate,D:Schisto,CfD,source=ntd_kg_pipeline_live_api;priority_score=48.1;max_phase=3.0;disease_trial_count=0;pubmed_result_count=0
C:api:259,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:260,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:261,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:262,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:263,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:264,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:265,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:266,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:267,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:268,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:269,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:270,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:271,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:272,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:273,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:274,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:275,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:276,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:277,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
C:api:278,phenotypic_hit,D:Schisto,CpH,source=ntd_kg_pipeline_live_api
D:api:6,associated,G:api:51,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.260
C:api:199,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:199,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=418606;pubmed_result_count=1
C:api:200,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:200,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=23;pubmed_result_count=0
C:api:201,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:201,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;disease_trial_count=0;pubmed_result_count=0
C:api:202,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:202,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=823;pubmed_result_count=0
C:api:203,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:203,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=26676;pubmed_result_count=0
C:api:204,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:204,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=68468;pubmed_result_count=0
C:api:205,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:205,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=13496;pubmed_result_count=0
C:api:206,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:206,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;disease_trial_count=0;serious_ae_reports=6;pubmed_result_count=0
C:api:207,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:207,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=5410;pubmed_result_count=0
C:api:208,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:208,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=3921;pubmed_result_count=0
C:api:209,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:209,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=1529;pubmed_result_count=0
C:api:210,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:210,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;disease_trial_count=0;pubmed_result_count=0
C:api:211,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:211,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=1648;pubmed_result_count=0
C:api:212,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:212,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=333;pubmed_result_count=0
C:api:213,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:213,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;disease_trial_count=0;serious_ae_reports=1;pubmed_result_count=0
C:api:214,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:214,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=184040;pubmed_result_count=6
C:api:215,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:215,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=1263;pubmed_result_count=0
C:api:216,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:216,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;disease_trial_count=0;serious_ae_reports=4;pubmed_result_count=0
C:api:217,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:217,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=6814;pubmed_result_count=0
C:api:218,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:218,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=190;pubmed_result_count=0
C:api:219,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:219,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=5;serious_ae_reports=11465;pubmed_result_count=0
C:api:220,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:220,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=17980;pubmed_result_count=0
C:api:221,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:221,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=2910;pubmed_result_count=0
C:api:222,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:222,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;disease_trial_count=0;serious_ae_reports=280;pubmed_result_count=0
C:api:223,modulates,G:api:51,CbG,source=ntd_kg_pipeline_live_api
C:api:223,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=70.4;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=7423;pubmed_result_count=0
D:api:6,associated,G:api:59,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.064
D:api:6,associated,G:api:60,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.063
D:api:6,associated,G:api:23,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.063
D:api:6,associated,G:api:61,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.062
C:api:279,modulates,G:api:61,CbG,source=ntd_kg_pipeline_live_api
C:api:279,candidate,D:api:6,CfD,source=ntd_kg_pipeline_live_api;priority_score=32.5;max_phase=2.0;disease_trial_count=0;pubmed_result_count=0
D:Trachoma,associated,G:api:62,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.052
D:Trachoma,associated,G:api:63,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.050
C:api:280,modulates,G:api:63,CbG,source=ntd_kg_pipeline_live_api
C:api:280,candidate,D:Trachoma,CfD,source=ntd_kg_pipeline_live_api;priority_score=32.0;max_phase=2.0;disease_trial_count=0;pubmed_result_count=0
C:api:281,modulates,G:api:63,CbG,source=ntd_kg_pipeline_live_api
C:api:281,candidate,D:Trachoma,CfD,source=ntd_kg_pipeline_live_api;priority_score=32.0;max_phase=2.0;disease_trial_count=0;pubmed_result_count=0
D:Trachoma,associated,G:api:64,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.044
D:Trachoma,associated,G:api:65,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.040
D:Trachoma,associated,G:api:5,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.035
C:Azithromycin,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:282,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:283,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:284,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:285,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:286,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:287,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:283,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:284,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:285,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:286,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:288,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:287,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:283,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:284,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:285,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:286,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:288,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:287,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
C:api:283,phenotypic_hit,D:Trachoma,CpH,source=ntd_kg_pipeline_live_api
D:api:7,associated,G:api:66,DaG,source=ntd_kg_pipeline_live_api;assoc_score=0.003
C:api:289,modulates,G:api:66,CbG,source=ntd_kg_pipeline_live_api
C:api:289,candidate,D:api:7,CfD,source=ntd_kg_pipeline_live_api;priority_score=60.1;max_phase=4.0;boxed_warning=False;disease_trial_count=0;serious_ae_reports=968;pubmed_result_count=0
C:api:290,modulates,G:api:66,CbG,source=ntd_kg_pipeline_live_api
C:api:290,candidate,D:api:7,CfD,source=ntd_kg_pipeline_live_api;priority_score=45.1;max_phase=3.0;disease_trial_count=0;serious_ae_reports=1;pubmed_result_count=0
C:Albendazole,treats,D:Taeniasis,CtD,approved_indication
C:Mebendazole,treats,D:Taeniasis,CtD,approved_indication
